Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
TRUP,"Trupanion, Inc.",31.32,1094911213.0,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/trup
TRV,"The Travelers Companies, Inc.",101.78,25737842332.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/trv
TRVG,trivago N.V.,1.64,73525770.68,44832787.0,2016.0,Technology,EDP Services,https://old.nasdaq.com/symbol/trvg
TRVI,"Trevi Therapeutics, Inc.",2.7499,49043284.04,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvi
TRVN,"Trevena, Inc.",0.64,62632953.6,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvn
TRWH,"Twin River Worldwide Holdings, Inc.",11.36,351632066.7,,2019.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/trwh
TRX,Tanzanian Gold Corporation,0.5315,84151256.53,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trx
TRXC,"TransEnterix, Inc.",0.471,21708279.79,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/trxc
TS,Tenaris S.A.,12.14,7165858558.0,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ts
TSBK,"Timberland Bancorp, Inc.",16.11,134772941.3,,,Finance,Banks,https://old.nasdaq.com/symbol/tsbk
TSC,"TriState Capital Holdings, Inc.",10.39,309233185.4,,2013.0,Finance,Major Banks,https://old.nasdaq.com/symbol/tsc
TSCAP,"TriState Capital Holdings, Inc.",25.35,743408294.9,,,Finance,Major Banks,https://old.nasdaq.com/symbol/tscap
TSCBP,"TriState Capital Holdings, Inc.",21.8,61040000.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/tscbp
TSCO,Tractor Supply Company,93.43,10840182676.0,,1994.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/tsco
TSE,Trinseo S.A.,18.76,717338839.3,,2014.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tse
TSEM,Tower Semiconductor Ltd.,17.86,1908250378.0,,1994.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsem
TSG,The Stars Group Inc.,24.94,7221018687.0,,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/tsg
TSI,"TCW Strategic Income Fund, Inc.",5.34,254648350.4,,,,,https://old.nasdaq.com/symbol/tsi
TSLA,"Tesla, Inc. ",746.36,137621000000.0,,2010.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tsla
TSLF,THL Credit Senior Loan Fund,11.96,88731120.4,,2013.0,,,https://old.nasdaq.com/symbol/tslf
TSLX,"TPG Specialty Lending, Inc.",15.15,1010793774.0,,2014.0,,,https://old.nasdaq.com/symbol/tslx
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,52.59,272736000000.0,,1997.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm
TSN,"Tyson Foods, Inc.",63.86,23311334663.0,,,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/tsn
TSQ,"Townsquare Media, Inc.",4.31,81796020.45,,2014.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tsq
TSRI,"TSR, Inc.",3.3838,6639225.396,,,Technology,EDP Services,https://old.nasdaq.com/symbol/tsri
TSU,TIM Participacoes S.A.,12.05,5833181051.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tsu
TT,Trane Technologies plc,85.02,20268855826.0,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/tt
TTC,Toro Company (The),63.24,6765370679.0,,,Capital Goods,Tools/Hardware,https://old.nasdaq.com/symbol/ttc
TTD,"The Trade Desk, Inc.",233.0,10726068091.0,,2016.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ttd
TTEC,"TTEC Holdings, Inc.",36.3,1688597556.0,,1996.0,Technology,Professional Services,https://old.nasdaq.com/symbol/ttec
TTEK,"Tetra Tech, Inc.",78.81,4309631224.0,,1991.0,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/ttek
TTGT,"TechTarget, Inc.",22.15,620830078.9,,2007.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ttgt
TTI,"Tetra Technologies, Inc.",0.2255,28351913.4,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tti
TTM,Tata Motors Ltd,5.11,3676618908.0,,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm
TTMI,"TTM Technologies, Inc.",10.63,1126325642.0,,2000.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/ttmi
TTNP,"Titan Pharmaceuticals, Inc.",0.2375,22198473.78,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ttnp
TTOO,"T2 Biosystems, Inc.",0.5315,63302669.42,,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ttoo
TTP,"Tortoise Pipeline & Energy Fund, Inc.",3.34,33454819.42,,2011.0,,,https://old.nasdaq.com/symbol/ttp
TTPH,"Tetraphase Pharmaceuticals, Inc.",1.29,9364414.44,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ttph
TTTN,UP Fintech China-U.S. Internet Titans ETF,29.8488,9074035.2,,,,,https://old.nasdaq.com/symbol/tttn
TTWO,"Take-Two Interactive Software, Inc.",125.35,14217738888.0,,1997.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ttwo
TU,TELUS Corporation,15.96,20300565358.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tu
TUES,Tuesday Morning Corp.,0.6001,28819215.6,,1999.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tues
TUFN,Tufin Software Technologies Ltd.,8.79,312046678.9,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/tufn
TUP,Tupperware Brands Corporation,1.96,95983203.12,,,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/tup
TUR,iShares MSCI Turkey ETF,19.96,182634000.0,,,,,https://old.nasdaq.com/symbol/tur
TURN,180 Degree Capital Corp.,1.365,42480932.13,,,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/turn
TUSA,First Trust Total US Market AlphaDEX ETF,26.6142,11976443.23,,,,,https://old.nasdaq.com/symbol/tusa
TUSK,"Mammoth Energy Services, Inc.",0.6,27065127.0,,2016.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/tusk
TV,Grupo Televisa S.A.,5.63,3245616079.0,,1993.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tv
TVC,Tennessee Valley Authority,25.45,0.0,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.125,0.0,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tve
TVIX,Credit Suisse AG,255.75,1269359627.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tvix
TVTY,"Tivity Health, Inc.",6.79,328940334.6,,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/tvty
TW,Tradeweb Markets Inc.,52.48,11800188037.0,,2019.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tw
TWI,"Titan International, Inc.",1.25,75452490.0,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/twi
TWIN,"Twin Disc, Incorporated",5.7,76414160.1,,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/twin
TWLO,Twilio Inc.,108.37,15140457770.0,,2016.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twlo
TWMC,Trans World Entertainment Corp.,4.2,7641635.4,,,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/twmc
TWN,"Taiwan Fund, Inc. (The)",17.6909,132547847.6,,1986.0,,,https://old.nasdaq.com/symbol/twn
TWNK,"Hostess Brands, Inc.",11.61,1516578251.0,,2015.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/twnk
TWNKW,"Hostess Brands, Inc.",0.836,0.0,,2015.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/twnkw
TWO,Two Harbors Investments Corp,4.13,1129671644.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/two
TWO^A,Two Harbors Investments Corp,19.51,0.0,,,,,https://old.nasdaq.com/symbol/two^a
TWO^B,Two Harbors Investments Corp,18.42,0.0,,,,,https://old.nasdaq.com/symbol/two^b
TWO^C,Two Harbors Investments Corp,17.92,0.0,,,,,https://old.nasdaq.com/symbol/two^c
TWO^D,Two Harbors Investments Corp,20.37,0.0,,,,,https://old.nasdaq.com/symbol/two^d
TWO^E,Two Harbors Investments Corp,19.575,0.0,,,,,https://old.nasdaq.com/symbol/two^e
TWOU,"2U, Inc.",22.17,1410624845.0,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twou
TWST,Twist Bioscience Corporation,32.1,1309216990.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/twst
TWTR,"Twitter, Inc.",27.01,21192832558.0,,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/twtr
TX,Ternium S.A.,12.78,2508812112.0,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tx
TXG,"10x Genomics, Inc.",74.2,7164150535.0,,2019.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/txg
TXMD,"TherapeuticsMD, Inc.",0.9454,256700846.8,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/txmd
TXN,Texas Instruments Incorporated,111.53,104134000000.0,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/txn
TXRH,"Texas Roadhouse, Inc.",43.47,3014865545.0,,2004.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/txrh
TXT,Textron Inc.,26.67,6071305352.0,,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/txt
TY,Tri Continental Corporation,22.76,1220924262.0,,,,,https://old.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,54.9,0.0,,,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/ty^
TYG,Tortoise Energy Infrastructure Corporation,3.18,170869229.2,,2004.0,,,https://old.nasdaq.com/symbol/tyg
TYHT,"Shineco, Inc.",0.4069,11121971.85,,2016.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/tyht
TYL,"Tyler Technologies, Inc.",328.05,13040428071.0,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tyl
TYME,"Tyme Technologies, Inc.",1.135,139422837.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tyme
TZAC,Tenzing Acquisition Corp.,10.55,80909817.35,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/tzac
TZACU,Tenzing Acquisition Corp.,10.4,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/tzacu
TZACW,Tenzing Acquisition Corp.,0.09,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/tzacw
TZOO,Travelzoo,4.41,49879000.71,,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/tzoo
UA,"Under Armour, Inc.",8.64,3904601026.0,,2016.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ua
UAA,"Under Armour, Inc.",9.65,4361041655.0,,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/uaa
UAE,iShares MSCI UAE ETF,9.91,48063500.0,,,,,https://old.nasdaq.com/symbol/uae
UAL,"United Airlines Holdings, Inc.",27.79,6871268000.0,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ual
UAMY,United States Antimony Corporation,0.37,25774731.32,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/uamy
UAN,"CVR Partners, LP",0.923,104560184.1,,2011.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/uan
UAVS,"AgEagle Aerial Systems, Inc.",0.59,9896892.46,,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/uavs
UBA,Urstadt Biddle Properties Inc.,11.74,470324757.2,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/uba
UBCP,"United Bancorp, Inc.",9.54,56447712.54,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ubcp
UBER,"Uber Technologies, Inc.",28.19,48692482641.0,,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uber
UBFO,United Security Bancshares,6.51,110499991.4,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ubfo
UBOH,"United Bancshares, Inc.",15.55,50854688.9,,,Finance,Major Banks,https://old.nasdaq.com/symbol/uboh
UBP,Urstadt Biddle Properties Inc.,10.3,412635860.2,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ubp
UBP^H,Urstadt Biddle Properties Inc.,20.14,0.0,,,,,https://old.nasdaq.com/symbol/ubp^h
UBP^K,Urstadt Biddle Properties Inc.,19.855,0.0,,,,,https://old.nasdaq.com/symbol/ubp^k
UBS,UBS AG,9.67,34967049737.0,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ubs
UBSI,"United Bankshares, Inc.",25.51,2594982454.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ubsi
UBX,"Unity Biotechnology, Inc.",6.7,319008058.1,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ubx
UCBI,"United Community Banks, Inc.",18.43,1446860162.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ucbi
UCTT,"Ultra Clean Holdings, Inc.",15.28,609500283.4,,2004.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/uctt
UDR,"UDR, Inc.",36.37,10724823352.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/udr
UE,Urban Edge Properties,8.38,1017458270.0,,2015.0,Finance,Real Estate,https://old.nasdaq.com/symbol/ue
UEC,Uranium Energy Corp.,0.9371,172342229.7,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/uec
UEIC,Universal Electronics Inc.,39.13,548406597.8,,1993.0,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/ueic
UEPS,"Net 1 UEPS Technologies, Inc.",3.48,196858119.0,,2005.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ueps
UFAB,"Unique Fabricating, Inc.",3.65,35693886.55,,2015.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ufab
UFCS,"United Fire Group, Inc",28.83,720235499.8,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ufcs
UFI,"Unifi, Inc.",9.5,175801737.0,,,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/ufi
UFO,Procure Space ETF,17.87,15189464.26,,,,,https://old.nasdaq.com/symbol/ufo
UFPI,"Universal Forest Products, Inc.",36.83,2274582165.0,,1993.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/ufpi
UFPT,"UFP Technologies, Inc.",42.0,313456920.0,,1993.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ufpt
UFS,Domtar Corporation,20.66,1342922809.0,,,Basic Industries,Paper,https://old.nasdaq.com/symbol/ufs
UG,"United-Guardian, Inc.",13.86,63677261.34,,,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ug
UGI,UGI Corporation,27.15,5662086997.0,,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ugi
UGLD,Credit Suisse AG,184.0,248498072.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ugld
UGP,Ultrapar Participacoes S.A.,2.68,2916211008.0,,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ugp
UHAL,Amerco,260.3,5103907216.0,,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/uhal
UHS,"Universal Health Services, Inc.",102.69,8791116738.0,,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/uhs
UHT,Universal Health Realty Income Trust,97.58,1342457143.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/uht
UI,Ubiquiti Inc.,156.67,10166835661.0,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/ui
UIHC,United Insurance Holdings Corp.,9.02,388109150.4,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/uihc
UIS,Unisys Corporation,11.58,728408634.0,,,Technology,EDP Services,https://old.nasdaq.com/symbol/uis
UL,Unilever PLC,53.59,140236000000.0,,,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ul
ULBI,Ultralife Corporation,6.75,107127144.0,,1992.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ulbi
ULH,"Universal Logistics Holdings, Inc.",12.24,332427873.6,,,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ulh
ULTA,"Ulta Beauty, Inc.",208.07,11716312671.0,,2007.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ulta
UMBF,UMB Financial Corporation,45.43,2222795724.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/umbf
UMC,United Microelectronics Corporation,2.4,5627520000.0,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/umc
UMH,"UMH Properties, Inc.",11.23,462720448.3,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/umh
UMH^B,"UMH Properties, Inc.",22.5,0.0,,,,,https://old.nasdaq.com/symbol/umh^b
UMH^C,"UMH Properties, Inc.",19.1,0.0,,,,,https://old.nasdaq.com/symbol/umh^c
UMH^D,"UMH Properties, Inc.",18.48,0.0,,,,,https://old.nasdaq.com/symbol/umh^d
UMPQ,Umpqua Holdings Corporation,11.11,2449070257.0,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/umpq
UMRX,Unum Therapeutics Inc.,0.3903,11948878.38,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/umrx
UN,Unilever NV,51.23,120727000000.0,,,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/un
UNAM,Unico American Corporation,4.0,21222968.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/unam
UNB,"Union Bankshares, Inc.",22.7,101541640.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/unb
UNF,Unifirst Corporation,159.52,3013404424.0,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/unf
UNFI,"United Natural Foods, Inc.",11.92,639124831.6,,2019.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/unfi
UNFI,"United Natural Foods, Inc.",11.92,639124831.6,,2019.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/unfi
UNH,UnitedHealth Group Incorporated,282.14,267630000000.0,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/unh
UNIT,Uniti Group Inc.,4.96,963109874.9,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/unit
UNM,Unum Group,15.15,3080375962.0,,,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/unm
UNMA,Unum Group,25.06,0.0,,2018.0,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/unma
UNP,Union Pacific Corporation,146.61,99482789478.0,,,Transportation,Railroads,https://old.nasdaq.com/symbol/unp
UNT,Unit Corporation,0.2221,12309583.78,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/unt
UNTY,"Unity Bancorp, Inc.",11.8,128458033.2,,,Finance,Major Banks,https://old.nasdaq.com/symbol/unty
UNVR,Univar Solutions Inc.,11.49,1940422226.0,,2015.0,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/unvr
UONE,"Urban One, Inc. ",1.2301,56610657.21,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uone
UONEK,"Urban One, Inc. ",0.9686,44576117.85,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uonek
UPLD,"Upland Software, Inc.",29.77,750991416.5,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/upld
UPS,"United Parcel Service, Inc.",101.2,86874804320.0,,1999.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ups
UPWK,Upwork Inc.,7.73,880693007.3,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/upwk
URBN,"Urban Outfitters, Inc.",17.49,1718555594.0,,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/urbn
URG,Ur Energy Inc,0.5401,86674199.67,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/urg
URGN,UroGen Pharma Ltd.,23.3,492910684.5,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urgn
URI,"United Rentals, Inc.",100.6,7452239154.0,,1997.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/uri
UROV,Urovant Sciences Ltd.,9.04,275900393.2,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urov
USA,Liberty All-Star Equity Fund,5.34,1115192661.0,,1986.0,,,https://old.nasdaq.com/symbol/usa
USAC,"USA Compression Partners, LP",7.96,769340837.6,,2013.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/usac
USAK,"USA Truck, Inc.",4.09,34961115.5,,1992.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/usak
USAP,"Universal Stainless & Alloy Products, Inc.",7.31,64350777.96,,1994.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/usap
USAS,Americas Gold and Silver Corporation,1.96,171313200.2,,2017.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/usas
USAU,U.S. Gold Corp.,4.9,12082086.8,,,,,https://old.nasdaq.com/symbol/usau
USB,U.S. Bancorp,34.25,52103200895.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/usb
USB^A,U.S. Bancorp,732.21,0.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/usb^a
USB^H,U.S. Bancorp,19.89,0.0,,,,,https://old.nasdaq.com/symbol/usb^h
USB^M,U.S. Bancorp,27.16,0.0,,,,,https://old.nasdaq.com/symbol/usb^m
USB^O,U.S. Bancorp,25.0,0.0,,,,,https://old.nasdaq.com/symbol/usb^o
USB^P,U.S. Bancorp,26.39,0.0,,,,,https://old.nasdaq.com/symbol/usb^p
USCR,"U S Concrete, Inc.",15.92,265413495.8,,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/uscr
USDP,USD Partners LP,2.65,71132341.45,,2014.0,Transportation,Railroads,https://old.nasdaq.com/symbol/usdp
USEG,U.S. Energy Corp.,3.15,4425173.55,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/useg
USFD,US Foods Holding Corp.,17.34,3816937086.0,,2016.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/usfd
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,58.17,4106802000.0,,,,,https://old.nasdaq.com/symbol/usig
USIO,"Usio, Inc.",1.46,25025678.96,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/usio
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,28.4032,11361393.61,,,,,https://old.nasdaq.com/symbol/uslb
USLM,"United States Lime & Minerals, Inc.",79.79,448833511.2,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uslm
USLV,Credit Suisse AG,46.345,252034074.2,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/uslv
USM,United States Cellular Corporation,31.43,2689700825.0,,1988.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/usm
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,28.53,1393690529.0,,,,,https://old.nasdaq.com/symbol/usmc
USNA,"USANA Health Sciences, Inc.",66.91,1441812945.0,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/usna
USOI,Credit Suisse AG,11.8999,9224802.48,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/usoi
USPH,"U.S. Physical Therapy, Inc.",69.54,888345684.0,,1992.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/usph
USWS,"U.S. Well Services, Inc.",0.3856,28295095.48,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/usws
USWSW,"U.S. Well Services, Inc.",0.0399,0.0,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/uswsw
USX,"U.S. Xpress Enterprises, Inc.",3.86,189773221.4,,2018.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/usx
UTF,"Cohen & Steers Infrastructure Fund, Inc",20.12,1881678917.0,,2004.0,,,https://old.nasdaq.com/symbol/utf
UTG,Reaves Utility Income Fund,29.06,1422574732.0,,2004.0,,,https://old.nasdaq.com/symbol/utg
UTHR,United Therapeutics Corporation,106.44,4671118336.0,,1999.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/uthr
UTI,Universal Technical Institute Inc,5.92,192561781.8,,2003.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/uti
UTL,UNITIL Corporation,50.54,756084667.0,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/utl
UTMD,"Utah Medical Products, Inc.",82.26,304150674.1,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/utmd
UTSI,UTStarcom Holdings Corp,2.0,71232670.0,,2000.0,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/utsi
UUU,"Universal Security Instruments, Inc.",0.4601,1064159.309,,,Technology,Electronic Components,https://old.nasdaq.com/symbol/uuu
UUUU,Energy Fuels Inc,1.68,187172583.4,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uuuu
UUUU.WS,Energy Fuels Inc,,0.0,,,,,https://old.nasdaq.com/symbol/uuuu.ws
UVE,UNIVERSAL INSURANCE HOLDINGS INC,17.51,572316031.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/uve
UVSP,Univest Financial Corporation,15.44,453138277.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/uvsp
UVV,Universal Corporation,44.99,1109922331.0,,,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/uvv
UXIN,Uxin Limited,1.6,292235968.0,182647480.0,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uxin
UZA,United States Cellular Corporation,23.21,0.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/uza
UZB,United States Cellular Corporation,24.27,0.0,,2014.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/uzb
UZC,United States Cellular Corporation,24.47,0.0,,2015.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/uzc
V,Visa Inc.,164.22,363894000000.0,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/v
VAC,Marriott Vacations Worldwide Corporation,76.72,3147619059.0,,,Finance,Real Estate,https://old.nasdaq.com/symbol/vac
